train_nbr,ariv_delay,dept_delay,mileage,fare_plan_cds,states_cd,orig_stns,dest_stns
6420,-9,0,459,89,37,306,326
37000,-10,0,176,89,25,62,175
212200,0,0,225,75,37,478,326
178400,5,0,46,216,34,239,212
220500,3,0,225,174,23,320,480
70200,3,0,171,223,7,393,149
23600,5,2,113,35,37,207,326
6610,0,0,125,73,37,320,314
9510,-4,0,184,35,37,320,24
72800,4,0,133,89,7,412,397
2800,147,27,2257,112,7,342,62
13700,23,4,82,66,9,49,279
17800,0,0,134,66,10,478,350
215000,-8,0,116,162,11,488,326
216800,-5,0,225,139,49,478,326
19410,-7,0,228,35,37,478,326
23300,14,0,88,89,37,320,377
28420,-8,0,369,121,37,381,326
4230,-10,0,353,121,41,343,350
6420,-6,11,288,35,37,52,6
15320,-18,72,440,35,34,319,308
215400,17,6,94,4,23,24,350
69400,16,3,116,238,24,353,42
13400,-1,0,225,142,41,478,326
64110,-2,0,91,111,37,320,350
800,137,136,150,121,22,59,62
19300,1,0,91,111,8,320,350
77400,62,59,129,216,7,239,399
215500,9,2,231,30,37,28,326
1400,-2,0,103,89,14,239,404
8410,9,0,227,111,37,478,326
19420,-5,7,35,89,49,366,480
16100,-1,6,322,116,22,43,350
9000,5,43,280,35,30,491,54
28320,42,0,364,242,37,320,385
14310,41,33,91,26,37,320,350
217300,21,0,225,174,6,320,480
14820,1,8,111,89,41,320,191
18300,10,0,225,66,37,320,480
30500,6,0,124,35,8,62,41
6320,1,15,61,89,8,381,52
215400,6,8,279,42,43,344,369
14310,-1,5,30,243,49,54,480
69100,0,0,53,238,33,136,335
17500,3,3,156,111,22,28,312
2100,58,0,605,89,38,398,125
66620,9,1,94,242,34,279,350
56400,-1,0,46,216,7,239,212
17610,27,35,111,35,37,320,314
30200,0,8,124,35,17,41,62
5000,112,107,393,242,38,65,480
212100,-2,0,116,102,37,320,490
12520,-2,2,100,111,49,12,395
30300,-24,0,284,35,17,62,443
500,151,158,273,112,8,100,164
15000,32,25,87,181,43,493,43
217300,6,3,231,4,51,28,326
215500,-4,0,232,102,22,43,326
9410,9,11,185,17,37,24,326
23600,9,0,141,242,37,6,326
13000,15,2,195,121,23,54,326
7910,-3,0,226,89,49,320,480
215400,7,5,156,75,7,308,43
17800,1,2,167,12,34,478,460
64110,2,0,91,105,37,320,350
9910,6,1,230,12,22,28,326
19510,57,18,225,89,22,320,480
71400,1,2,117,223,7,128,462
28410,-9,1,141,35,37,6,326
66910,7,0,91,2,37,320,350
67120,-3,1,104,242,10,344,183
35500,8,4,296,12,25,461,62
66620,-4,3,110,89,41,338,326
9520,-3,0,101,89,49,12,395
8030,105,51,385,242,37,491,350
224800,-5,0,225,174,49,478,326
6720,-16,0,414,121,7,320,318
35500,42,6,243,35,17,16,62
17200,7,8,188,181,51,320,369
9410,6,6,90,142,9,441,314
18500,9,15,109,89,34,488,480
13700,7,6,98,77,34,308,279
39300,-22,1,310,111,17,62,60
2100,-30,12,117,89,47,259,95
19510,-2,1,225,114,49,320,480
35000,6,0,292,242,17,62,387
6610,57,31,230,173,37,478,326
9320,63,63,117,89,49,478,367
9700,82,113,145,89,12,401,152
5510,18,0,75,173,41,308,326
65620,0,1,118,89,41,137,326
64820,19,0,195,125,41,183,326
8030,7,0,147,89,30,73,109
9100,17,20,81,89,12,227,458
9310,-5,1,185,73,37,320,24
215400,1,0,231,107,37,320,43
1900,28,86,347,89,13,174,21
72800,-7,0,133,217,7,412,397
4310,36,0,91,173,7,320,350
28110,3,0,142,12,50,320,6
37000,-7,0,176,12,25,62,175
215900,-7,0,220,174,22,386,326
17110,4,9,51,79,9,310,312
30600,37,0,99,89,17,440,437
8710,2,0,196,89,23,320,54
17500,25,10,92,89,37,320,350
9510,-6,0,75,181,49,308,326
17000,4,0,110,76,24,344,322
215500,2,12,134,102,41,344,480
216300,-4,0,91,81,41,320,350
2000,-1,0,134,242,37,478,350
30300,29,0,124,89,17,62,41
9000,193,11,704,12,34,64,279
19510,-2,0,30,142,51,54,480
8610,32,1,248,233,37,320,43
500,238,86,359,89,27,62,339
5610,-5,0,225,77,37,478,326
23600,0,2,113,89,48,207,326
18400,-3,15,0,89,37,320,43
2200,20,25,31,89,47,154,95
77700,-5,0,46,216,7,212,239
178500,-5,4,0,216,7,429,340
64820,-3,0,158,35,41,249,326
44900,0,1,150,89,22,43,353
1400,28,9,103,90,34,239,404
5210,293,-13,855,171,12,410,254
30600,-4,0,160,89,27,440,41
217000,47,3,185,4,37,24,326
215400,15,1,36,81,34,320,444
12520,30,5,116,142,10,478,394
65120,-1,0,158,242,41,320,250
23200,15,3,113,89,37,207,326
800,-29,0,329,89,51,408,438
30600,160,0,284,89,38,440,62
42200,34,13,471,69,6,354,466
71500,4,4,30,223,7,285,418
64320,11,3,67,89,25,344,250
216400,-3,0,91,81,41,344,326
7930,0,0,477,89,37,320,493
28420,10,0,436,89,37,34,326
117300,6,0,91,242,37,320,350
700,39,8,685,89,29,286,487
60020,-5,0,195,125,22,183,326
32900,4,0,86,220,17,62,286
157900,2,0,41,216,7,395,340
500,31,51,1315,89,40,100,397
17110,7,1,230,142,22,386,324
5310,17,-35,855,82,12,252,414
17300,-4,0,231,66,34,43,326
71500,40,26,65,223,7,268,418
215900,7,4,262,107,9,441,480
17800,0,2,81,79,34,344,324
39000,-2,8,174,89,17,264,62
4230,-5,0,353,125,41,343,350
19300,22,17,109,105,51,488,480
8420,5,0,235,103,49,12,326
60920,-5,0,104,89,41,344,183
17120,-1,5,442,66,49,319,383
8900,10,0,109,140,13,478,395
9910,28,19,135,89,41,344,480
5100,-15,0,121,121,18,233,62
44900,13,9,101,89,9,432,6
8420,5,0,363,105,49,361,326
9100,255,0,1457,35,12,320,503
66410,0,6,91,26,7,344,326
13700,26,0,173,12,22,43,49
30400,6,0,284,35,27,440,62
15620,12,7,79,173,17,91,295
58100,5,1,95,216,7,325,15
71900,14,15,132,223,7,33,275
42200,13,46,587,35,47,465,437
5100,4,2,134,79,41,344,480
54100,86,1,0,217,36,393,416
14110,1,0,226,35,37,320,480
18200,-3,1,185,105,37,24,326
5510,1,0,90,111,37,320,350
13800,30,36,185,89,23,24,326
19600,-2,0,104,89,23,54,350
6310,3,0,115,89,37,320,207
16200,-3,0,231,66,12,320,28
39000,-8,12,130,89,17,63,62
30700,26,1,148,12,17,216,437
40500,-3,2,13,121,9,484,312
30400,-18,0,124,89,17,41,62
13820,25,0,147,181,49,305,480
68200,-2,0,136,235,22,151,42
14010,5,0,41,243,10,478,24
2900,-4,0,680,89,18,478,432
12520,-5,0,280,121,37,320,140
33300,9,0,86,220,17,62,286
9310,-3,10,144,35,12,493,326
13200,3,4,150,111,34,276,314
30700,-2,4,87,89,17,216,41
9910,12,0,195,89,28,43,444
5100,10,0,394,112,53,478,65
35100,89,6,243,89,25,16,62
5900,-7,0,310,89,17,62,60
13700,7,4,226,77,23,320,480
31820,24,15,179,89,27,242,189
36500,40,30,256,89,25,144,62
215900,1,13,225,139,37,320,480
215500,-2,0,225,178,37,320,480
59400,-3,7,126,218,7,239,331
224800,-3,0,195,192,23,54,326
17420,4,16,343,35,12,390,326
16100,12,9,135,230,10,344,480
9310,6,0,226,105,10,320,480
500,53,9,75,121,8,100,172
36500,-21,0,138,12,25,220,62
5900,-6,0,129,121,17,62,63
68800,3,0,100,235,22,396,42
215900,0,0,44,174,33,43,369
12900,3,0,91,35,37,320,350
225300,6,0,417,192,23,43,24
50020,37,30,239,89,40,418,412
24400,-13,0,141,89,37,6,326
4310,-4,0,91,74,37,320,350
9100,77,1,1050,112,11,488,337
215500,-3,5,134,139,41,344,480
68600,,43,0,69,24,46,501
17110,-1,0,43,111,22,43,369
35400,0,0,243,242,17,62,16
5610,10,11,195,35,23,54,326
15200,-6,0,225,26,10,478,326
31810,-20,11,284,12,17,440,62
31910,-5,0,284,12,17,62,443
44900,5,25,341,89,38,70,62
14110,3,2,216,242,13,319,480
46300,0,0,61,86,22,432,312
68300,18,18,32,238,12,482,359
216700,-7,0,188,164,22,364,326
57200,6,9,71,216,7,424,399
69400,-3,0,144,238,24,46,42
19300,40,0,155,89,37,320,0
9100,1,0,134,79,7,344,480
16300,13,1,230,116,41,28,326
217200,4,6,116,60,17,488,326
58000,36,20,103,216,7,155,399
8500,0,0,0,173,22,43,312
69200,-3,0,131,238,24,46,501
176500,23,1,0,216,7,325,340
215900,0,5,262,81,9,441,480
14900,-12,0,226,242,37,320,480
14120,7,2,111,173,9,191,326
33800,4,4,62,220,52,446,62
4210,47,51,91,66,41,344,326
225300,13,1,127,192,9,441,350
16900,-7,7,230,169,34,28,326
56400,-6,0,129,216,7,239,399
215900,21,23,91,60,37,320,350
9700,32,51,206,89,12,502,503
5610,-2,0,174,111,51,24,324
15120,2,0,226,66,18,478,383
600,376,9,1298,35,7,385,100
210300,-1,0,225,174,37,320,480
9910,-1,5,220,12,22,386,326
14810,79,0,224,95,49,478,326
5900,118,0,697,89,28,62,512
4330,-6,5,267,89,41,126,349
5800,-3,1,309,89,17,60,62
158400,-3,0,126,216,7,239,331
16200,7,6,91,79,7,344,326
2800,-4,0,331,12,26,291,286
7700,0,1,147,89,30,109,73
15320,17,23,168,142,49,140,308
9520,3,10,245,114,41,344,395
6510,14,0,215,242,23,319,480
14110,10,1,216,242,34,319,480
17410,1,2,80,181,43,332,369
28120,8,0,291,121,37,320,449
17900,15,4,195,66,37,28,444
12510,14,14,94,114,41,344,24
216000,13,0,231,1,7,320,28
7400,17,0,165,121,37,73,94
77700,2,0,98,216,7,395,15
33600,12,0,86,220,17,283,62
8900,67,2,512,242,11,488,145
23800,15,0,141,12,5,6,326
7500,9,2,113,89,30,39,73
16600,5,0,416,242,23,24,28
23300,6,0,114,121,37,320,207
16900,4,0,71,89,9,43,226
800,56,0,158,242,51,408,485
8020,-7,46,234,142,49,12,326
7500,0,0,173,89,30,372,73
2200,3,0,1014,89,17,154,62
30000,8,2,156,242,17,241,62
29010,-1,3,142,242,37,6,326
44900,182,25,341,89,17,70,62
225600,-12,0,231,81,22,320,28
6320,39,16,186,89,37,382,34
66310,19,0,91,181,37,320,350
35200,5,0,83,35,25,50,16
17500,47,41,94,173,34,344,24
13700,-5,0,226,111,49,320,480
53600,32,17,69,217,7,36,97
17200,-8,0,232,114,37,320,43
4900,16,8,435,89,41,130,62
5210,33,-2,855,82,12,410,254
17200,4,0,116,66,11,488,326
39300,12,0,129,12,17,62,63
77400,-2,2,162,216,7,470,340
35200,39,0,243,89,7,62,16
17610,0,0,234,105,37,320,43
13610,28,21,207,111,34,302,324
77400,-3,0,87,223,7,239,340
28420,12,16,237,89,37,467,326
18900,-10,0,225,66,9,320,480
82100,34,26,186,35,39,313,154
7930,-5,2,548,89,30,319,109
9800,-5,0,348,89,12,501,214
67220,-8,1,195,121,37,183,326
17000,-12,0,231,26,37,320,28
16300,6,0,157,89,12,43,312
6310,-1,0,142,89,37,320,6
79600,0,0,104,216,7,239,433
39100,20,0,310,112,17,62,60
33900,-2,0,86,220,7,62,286
216900,6,9,188,78,37,364,326
39300,4,0,129,89,17,62,63
15200,-5,0,225,79,49,478,326
9510,-1,3,190,76,11,308,490
9200,-12,0,226,242,12,278,247
19510,-5,0,157,181,47,43,312
17420,1,4,335,35,49,391,326
69100,2,0,116,238,51,42,359
39300,29,0,129,89,17,62,63
50010,5,3,177,118,51,469,412
5610,18,3,216,114,23,302,326
300,75,2,1265,35,37,62,249
13700,-1,0,231,111,37,43,326
70300,3,0,168,223,7,33,270
225700,-9,0,232,192,37,43,326
71000,13,0,283,223,7,295,33
14810,95,85,165,12,9,344,312
2900,-23,4,747,35,26,376,62
225100,-3,0,231,178,22,43,326
6620,24,0,78,89,49,314,395
35300,-26,5,281,12,7,102,62
5100,63,28,121,89,18,233,62
16500,2,3,229,35,25,386,324
800,1,16,482,89,22,404,62
225300,0,0,91,102,37,320,350
30700,4,0,257,89,17,62,9
30100,0,0,247,89,17,216,443
17420,4,3,409,89,37,479,322
5210,105,72,855,82,33,410,254
7400,-2,0,173,89,30,73,376
17200,-4,0,231,173,34,320,28
19200,0,0,40,173,12,478,24
8900,2,0,266,142,41,344,367
9000,0,0,226,79,23,478,326
25000,-11,1,113,89,37,207,326
77700,1,1,45,216,7,429,428
39000,21,0,290,35,17,114,62
9100,56,0,531,35,9,320,376
71600,123,57,123,221,7,285,201
9000,48,0,226,12,49,478,326
17610,-3,4,233,35,37,320,28
50400,9,5,138,118,51,469,450
15800,3,0,223,79,37,478,326
50320,12,7,123,89,40,342,133
19300,-6,0,91,242,47,320,350
800,-11,0,2173,35,51,134,62
16200,-10,0,232,79,37,320,43
215200,3,0,226,174,37,478,326
4320,-1,1,104,12,41,344,183
38000,2,8,91,89,17,341,234
5210,,-23,855,82,41,410,254
800,183,0,136,89,51,408,262
19000,-4,0,145,121,22,308,390
215100,0,0,195,60,37,320,54
66920,-1,0,99,35,7,320,17
61800,0,0,19,89,41,338,350
1900,13,2,468,242,30,344,398
38300,7,0,83,12,17,62,276
28310,11,0,115,121,37,320,207
2000,124,161,461,112,49,21,263
64710,4,0,91,89,51,320,350
28010,-9,0,142,89,37,6,326
31910,13,0,257,35,52,62,9
58400,6,0,126,216,7,239,331
216700,0,2,135,60,49,344,480
600,19,0,2411,20,7,295,62
215000,15,12,196,75,37,441,43
600,166,9,1400,35,37,128,100
30700,0,0,257,35,17,62,9
17300,6,0,231,181,7,43,326
9510,37,29,195,142,37,320,54
8500,-3,0,0,105,22,43,326
1100,17,0,361,90,7,324,404
64820,9,0,104,89,41,183,350
17200,-10,1,232,181,37,320,43
215300,0,1,225,84,37,320,480
65220,2,2,75,89,41,279,344
53800,4,1,43,217,7,412,330
17800,-3,0,134,181,41,478,350
13800,1,0,167,89,34,478,460
15200,0,0,215,79,49,478,324
38000,-11,2,82,89,17,273,62
64720,-4,0,195,35,37,320,183
71800,-8,11,111,223,7,149,33
76800,3,5,161,216,7,400,428
13000,3,1,216,26,23,302,326
6410,-7,0,142,242,37,6,326
17300,3,6,87,181,9,308,135
2200,68,217,866,89,47,259,62
28310,5,0,115,35,12,320,207
42200,-19,45,490,35,21,465,443
5610,-2,0,225,111,49,478,326
19000,88,4,196,76,9,441,43
12900,6,0,155,79,23,320,0
9320,-2,0,361,35,9,310,12
8810,-6,9,220,89,37,320,390
225700,-2,0,225,139,39,320,480
8620,14,7,236,66,49,12,326
215400,6,3,94,174,23,24,350
64820,161,92,67,12,41,249,350
76800,,,129,216,47,239,399
216400,8,0,0,8,12,478,312
65720,9,0,109,125,41,320,344
66310,9,0,91,89,37,320,350
400,45,67,895,69,27,1,222
71400,15,0,153,223,7,414,201
215200,-4,0,226,102,23,478,326
70200,129,1,171,223,7,393,149
28110,4,0,89,242,37,320,377
70200,25,27,31,249,7,149,201
72300,,,85,217,7,393,128
9200,3,0,503,112,34,278,214
56700,2,0,88,216,7,334,239
2700,30,30,109,12,26,489,294
63900,9,0,91,142,37,320,350
215300,10,0,220,60,22,386,326
2200,28,35,117,89,22,95,261
17110,16,0,230,105,22,28,326
18200,-3,0,225,89,7,478,326
18900,-5,0,225,242,37,320,480
4800,29,23,141,35,37,6,326
216300,6,10,41,141,22,24,480
18300,-4,0,40,173,23,24,480
29020,-12,1,180,242,37,397,326
9410,18,5,196,242,23,54,326
30300,-23,0,284,35,17,62,443
5620,4,0,137,173,22,320,436
71500,-2,0,111,223,7,33,149
78500,19,0,103,216,7,429,239
5310,39,-25,855,82,49,252,414
33200,3,0,86,220,17,283,62
9310,-1,0,123,113,12,43,338
6720,2,0,180,89,49,478,318
50700,26,0,187,89,40,408,348
74800,1,18,57,217,7,295,397
17300,-5,3,219,114,37,386,326
16100,36,0,231,115,37,43,326
8030,5,0,370,111,44,73,395
215100,1,1,106,174,34,319,490
215400,7,0,225,185,7,478,326
64720,1,3,94,89,41,344,282
1100,25,0,200,89,40,448,422
7930,92,90,386,124,41,344,493
105900,-1,2,129,89,6,62,63
23500,6,0,141,35,37,320,6
28310,0,0,89,112,37,320,377
5310,71,36,855,82,12,252,414
30200,2,0,284,89,27,440,62
15110,-1,1,81,173,15,319,350
7930,14,4,424,89,49,140,73
15620,-4,0,218,111,49,379,12
157900,3,0,15,216,7,429,340
50510,20,0,187,242,40,408,348
5610,5,0,41,173,49,478,24
216300,-7,1,231,75,22,28,326
73200,-14,2,103,217,7,186,397
216900,-4,0,232,75,22,43,326
18510,0,0,91,89,24,320,350
17500,27,0,231,181,22,43,326
8510,6,2,214,89,23,320,305
17620,54,59,235,89,49,292,279
19300,-3,0,225,114,37,320,480
9510,3,1,75,173,9,308,326
178500,-5,2,0,216,44,325,340
68500,43,0,144,238,24,42,46
13500,40,14,202,242,49,276,480
30000,54,0,284,12,17,440,62
8610,6,9,239,105,9,24,444
7600,11,0,120,89,30,221,109
6310,-1,0,115,12,37,320,207
7930,7,0,437,89,23,478,398
4800,58,112,290,89,37,447,326
78500,-2,0,98,216,27,395,15
8030,33,1,479,12,30,73,480
8900,0,0,105,12,41,344,54
500,68,16,1038,89,25,62,100
1400,39,44,243,242,7,128,374
12900,10,0,225,181,37,320,480
18400,10,9,0,35,37,317,326
72900,14,6,102,217,7,97,148
64210,1,1,91,89,41,344,326
5610,3,4,105,35,23,54,350
17110,-3,0,188,105,43,364,326
7910,24,0,110,242,11,488,480
9200,23,12,221,89,12,103,458
9510,8,4,278,242,30,364,350
6310,73,20,115,35,37,320,207
79400,-6,0,114,216,7,178,239
9100,69,88,356,224,51,331,281
17900,4,3,230,173,23,28,326
17420,0,0,309,89,49,314,350
8900,35,36,101,89,44,64,403
33400,-4,1,78,220,52,282,62
56400,49,0,126,216,22,239,331
50320,-9,0,310,182,47,408,133
77400,-5,32,258,216,7,254,340
225200,14,24,184,139,7,441,390
1100,2,0,94,112,51,408,88
35100,105,22,273,89,17,101,62
53200,-10,1,84,217,8,128,397
1100,-26,6,514,35,40,133,397
9310,1,0,241,142,22,43,324
56400,8,0,129,216,12,239,399
9310,7,0,230,111,22,28,326
13700,11,1,194,142,37,28,444
9200,141,60,1166,35,12,331,326
31600,9,0,283,89,19,222,443
76800,0,2,66,216,7,336,239
7910,5,10,41,105,13,24,480
71300,29,1,191,223,7,149,378
66220,0,0,94,89,41,279,350
7930,5,9,92,89,30,174,73
65220,0,5,27,89,41,137,350
215100,4,0,225,42,34,320,480
30300,0,0,124,12,17,62,41
66610,4,1,91,242,37,344,326
17410,15,11,67,242,34,344,279
9310,14,0,196,116,37,320,54
50700,39,0,187,89,40,408,348
33300,1,0,86,220,17,62,286
19000,7,0,232,76,22,320,43
15620,13,0,153,120,49,91,24
64310,2,0,91,116,41,320,350
77400,4,1,104,216,7,239,433
68200,3,5,51,238,47,136,42
2200,-6,0,86,220,27,62,286
7700,10,0,97,89,30,372,206
39000,18,20,130,89,17,63,62
15310,4,1,30,12,13,54,480
28110,15,0,142,12,37,320,6
31920,17,27,247,89,27,231,243
8610,-4,0,474,181,49,478,28
23900,6,3,88,89,37,320,377
217300,-13,4,231,81,7,28,326
53200,-9,3,84,89,7,128,397
58100,-4,1,129,216,7,395,239
13700,1,3,187,111,22,364,326
28010,8,29,142,89,12,6,326
215400,28,30,231,178,37,320,43
16410,48,39,117,89,23,488,326
52800,-3,0,133,165,7,412,397
17500,15,0,231,181,12,43,326
9310,0,1,99,26,6,308,279
39000,11,15,174,89,17,264,62
14520,28,26,218,105,49,12,383
9510,-5,0,232,89,33,43,326
30200,33,39,185,89,17,433,62
5800,-2,0,185,35,21,312,213
200,21,9,55,112,12,405,316
216800,-1,0,300,81,10,478,312
14710,6,3,185,12,40,320,24
1400,24,46,411,35,51,225,88
6420,-1,31,369,242,51,381,326
13700,14,1,200,89,22,386,322
17610,10,5,202,66,34,478,279
19000,-2,0,232,173,47,320,43
64910,1,0,91,142,37,320,350
78400,1,0,126,216,22,239,331
19200,-1,0,134,230,34,478,350
8510,1,2,94,89,41,344,24
68200,1,0,50,238,24,482,194
15610,0,0,226,66,10,478,326
78400,16,21,46,216,37,239,212
30600,12,0,284,35,27,440,62
9520,-4,11,168,173,49,140,308
8500,9,0,0,89,49,43,482
17300,23,15,226,12,12,320,480
13810,-2,0,201,142,34,478,279
101400,97,120,52,89,40,418,348
59100,5,0,71,216,7,395,428
50010,-1,0,187,118,40,342,412
4900,-4,0,525,35,37,320,130
17110,8,4,301,35,22,308,480
28310,3,0,115,89,37,320,207
6420,-14,0,160,112,37,407,326
37100,65,4,151,89,25,203,62
225300,6,10,110,28,37,318,350
71100,3,0,283,223,7,33,298
78500,8,3,67,216,7,429,426
30000,27,0,284,121,27,440,62
18200,-5,0,185,111,23,24,326
28410,-12,0,73,242,37,355,326
19000,14,17,43,142,25,364,28
5310,-87,-33,855,82,34,252,414
17610,41,34,195,181,37,54,326
42200,257,112,468,121,37,10,23
78500,5,0,150,216,7,212,404
216300,55,33,91,139,37,320,350
216600,-2,0,232,28,37,320,43
2900,302,9,480,35,17,343,62
64310,5,0,91,66,37,320,350
215500,0,0,232,104,22,43,326
65210,-1,1,81,173,41,344,324
28310,12,0,89,35,8,320,377
216800,16,0,225,4,23,478,326
225000,-2,2,157,60,9,308,43
2100,308,114,185,112,17,62,437
16100,7,1,202,77,34,276,480
16700,-10,3,230,26,37,28,326
35200,9,0,281,12,25,62,102
4900,-11,0,960,112,17,320,62
4230,6,2,403,89,36,169,324
17110,2,6,126,173,9,310,326
9510,12,0,225,89,37,320,480
35400,21,0,243,242,25,62,16
16600,7,0,70,113,49,478,0
14810,-7,0,90,181,41,344,326
14820,86,80,111,35,43,320,191
6420,10,52,160,89,37,407,326
15120,67,1,441,242,37,319,383
5210,-10,-13,855,200,37,410,254
9910,15,4,185,2,37,320,24
50400,57,0,187,35,37,342,412
68500,-1,0,84,238,8,42,484
9000,24,17,135,35,41,478,350
15500,0,0,91,114,41,320,350
13800,0,1,67,89,47,344,279
74700,-3,5,39,217,7,324,407
16100,-6,0,231,230,22,43,326
18500,1,0,91,89,12,320,350
77400,-4,29,133,216,7,470,428
5630,1,0,146,242,37,320,197
72900,42,39,63,217,7,97,378
17620,5,0,398,114,37,261,326
4210,-3,0,58,142,37,458,326
15000,9,0,203,66,37,320,369
71300,-5,0,204,223,41,149,330
67220,5,1,104,89,41,344,183
44900,22,35,239,12,34,70,123
17800,2,2,185,74,23,54,324
13900,3,0,241,105,34,43,324
17700,0,0,231,114,22,43,326
14810,1,0,224,76,37,478,326
54200,-2,3,84,217,7,128,397
35300,-35,0,304,12,17,350,62
17800,5,0,231,111,51,320,28
2100,-39,0,284,89,27,62,443
5310,161,165,855,234,41,252,414
9200,-16,0,257,89,40,278,458
29310,27,39,141,89,37,320,6
71900,0,16,172,89,40,149,298
7700,10,5,164,89,30,94,73
5210,130,104,855,82,11,410,254
19300,31,9,196,89,23,320,54
5410,6,0,196,242,23,54,326
18300,2,0,116,167,37,320,490
71900,75,67,30,223,7,201,149
18000,1,2,116,89,41,488,326
6410,1,0,127,89,37,6,514
400,33,11,2230,35,12,155,62
17620,1,6,308,89,49,261,350
7930,54,1,441,112,30,344,376
37000,1,0,151,35,25,62,203
14110,2,0,207,66,9,319,305
19300,2,0,225,111,37,320,480
1900,-25,0,1023,35,3,320,35
24100,36,0,141,35,37,320,6
8020,2,0,109,68,7,391,480
30200,8,0,133,89,17,9,41
2200,1,0,83,12,17,398,23
215300,79,42,232,60,22,43,326
16410,76,19,235,35,41,344,495
16700,-6,4,230,89,22,28,326
216900,12,0,44,81,38,43,369
37000,3,0,151,89,25,62,203
2800,89,69,399,153,26,291,167
105800,-19,8,520,112,46,275,62
216900,27,0,323,126,22,43,350
12900,8,1,92,111,11,276,490
216700,4,0,91,0,37,320,350
82100,33,15,217,89,47,313,95
53200,-4,5,84,217,7,128,397
8410,31,8,161,121,23,24,279
12420,1,0,150,89,49,314,482
23400,-4,2,113,89,37,207,326
74400,-13,7,103,217,7,186,397
12520,3,0,334,12,49,320,395
178500,-5,3,0,216,7,325,340
12900,8,6,10,243,8,24,54
9800,-11,8,391,89,12,152,214
8610,5,5,227,79,47,478,326
212200,15,20,135,78,49,478,350
78400,-6,0,129,216,7,239,399
49700,9,12,37,86,9,191,312
19510,14,0,232,242,22,43,326
215400,-8,0,230,143,30,320,28
7700,13,9,147,89,12,109,73
7400,-8,0,173,89,13,73,376
17900,62,0,213,105,37,43,322
18300,8,6,225,105,7,320,480
5100,-24,2,122,89,37,67,211
9910,13,0,70,181,43,43,226
17500,0,0,196,76,23,320,54
58100,11,0,126,216,34,325,239
217200,-5,2,175,139,34,24,324
216800,74,80,231,107,37,320,28
215900,9,0,116,106,7,320,490
28120,29,1,404,242,37,85,34
216800,3,0,134,139,41,478,350
216800,8,6,116,8,9,488,326
9100,15,39,192,89,12,456,503
1900,93,86,167,89,28,274,410
17700,3,1,212,242,34,364,279
8210,-2,0,200,111,23,54,326
700,-39,10,586,35,29,485,412
216900,1,0,185,132,23,320,24
50310,14,0,177,133,51,408,471
36500,-9,0,208,89,25,251,62
14900,43,30,230,66,22,28,326
28020,8,0,53,89,37,447,469
