train_nbr,ariv_delay,dept_delay,mileage,fare_plan_cds,states_cd,orig_stns,dest_stns
53400,-3,0,90,217,7,324,397
77700,2,3,324,218,7,429,423
6710,3,0,233,35,37,43,326
50400,55,8,187,242,40,342,412
29020,90,51,160,242,37,407,326
17410,-5,0,225,105,10,478,326
73400,-3,0,76,217,51,324,97
212600,-4,0,134,227,23,478,350
13500,-8,0,186,35,23,320,24
24100,0,0,73,35,37,320,361
35100,20,22,243,89,25,16,62
7300,6,0,60,89,30,372,39
16410,9,0,226,181,49,478,326
6310,-6,0,142,121,37,320,6
65510,17,0,91,66,30,320,350
6720,95,0,596,181,22,364,318
13810,49,46,215,173,37,302,326
500,118,226,1938,35,7,327,128
79400,6,15,58,216,37,74,239
19000,8,5,44,111,43,364,43
28120,-14,0,431,242,37,320,52
19510,-8,0,232,121,22,43,326
12520,1,0,389,114,49,320,481
65110,7,8,91,173,37,320,350
23600,-7,0,141,89,37,6,326
216300,13,0,232,107,22,43,326
71600,18,6,199,223,7,128,149
63800,-1,1,91,181,41,344,326
16410,11,1,161,105,43,320,226
58800,-2,0,104,216,7,239,433
212600,23,13,91,60,9,344,326
16800,29,25,232,89,7,320,43
71500,52,52,93,222,7,149,288
5310,-17,-33,855,82,34,252,414
18500,9,0,195,35,37,320,54
219000,-3,2,74,174,10,320,312
600,219,108,2202,35,7,380,62
16600,-1,5,90,121,9,441,314
400,26,43,437,124,38,222,62
33700,68,64,78,220,52,62,285
9310,7,0,226,89,37,320,480
69300,58,24,54,238,24,104,359
17120,36,20,338,142,49,320,91
17700,5,0,231,79,7,43,326
33800,12,16,78,220,52,282,62
14010,35,0,41,105,23,478,24
76300,27,0,77,216,7,239,472
55100,4,0,58,217,7,393,298
600,96,183,1038,89,17,100,62
18200,-5,8,195,140,23,54,326
5210,6,3,855,0,49,410,254
6710,-4,0,155,111,9,28,312
17900,-1,2,230,242,22,28,326
28310,10,0,89,89,7,320,377
38200,-2,0,258,35,17,367,62
215000,-5,3,220,143,37,320,390
72800,18,8,90,217,7,324,397
16700,2,0,71,116,43,43,226
71800,29,17,172,223,7,295,149
30700,19,0,257,89,17,62,9
9910,6,0,41,173,23,24,480
1900,6,12,134,66,41,344,480
8810,7,10,279,242,43,344,369
219000,19,0,230,178,22,320,28
13700,35,14,150,66,9,49,350
400,137,0,751,35,35,239,168
215500,0,2,231,143,37,28,326
16700,-4,1,123,74,22,28,338
17110,17,30,135,89,41,344,480
17410,-12,0,221,74,22,320,390
217200,8,0,91,4,7,320,350
13900,14,4,186,98,23,320,24
14120,0,0,62,173,34,432,312
8510,298,276,223,142,25,320,480
28320,8,0,178,89,37,320,14
216900,-4,0,232,131,37,43,326
2900,66,91,385,242,41,80,510
29120,17,10,146,35,37,512,411
216400,-5,0,231,178,37,320,28
50810,0,9,137,121,51,224,412
44800,57,38,49,89,22,6,353
13800,6,5,215,172,34,478,324
8420,12,0,357,66,49,305,350
14010,6,8,58,74,25,458,326
71200,16,9,82,223,7,460,149
35200,10,0,243,12,17,62,16
8520,29,14,143,66,49,344,12
28420,1,0,288,89,37,52,6
9800,18,14,623,121,34,145,324
60910,10,0,91,142,37,320,350
9510,-2,0,232,111,24,43,326
1100,-22,0,1377,35,51,408,239
18000,9,5,185,66,34,24,326
17200,-1,2,44,89,43,364,43
65610,-2,1,91,173,37,344,326
216900,3,0,232,126,37,43,326
69500,-2,0,103,238,7,499,359
30200,-10,0,284,242,17,440,62
9100,86,77,509,35,44,478,69
216600,-4,0,225,107,10,478,326
77400,-1,9,85,216,7,400,473
1100,-8,0,123,35,40,342,133
77000,0,1,135,216,7,160,399
16000,3,9,44,173,13,364,43
1100,1,13,169,90,7,66,128
1400,-2,0,266,89,40,225,422
14110,-4,0,226,111,37,320,480
215500,-3,0,225,107,37,320,480
8610,7,1,144,142,41,344,444
13800,-7,0,91,114,41,344,326
1100,-30,0,266,89,40,418,225
39300,9,0,129,89,17,62,63
17800,-7,0,106,172,7,310,43
217200,-6,0,232,4,9,320,43
71900,26,0,81,223,7,33,201
14810,-1,0,124,169,23,302,350
77700,13,2,0,216,10,316,82
216400,-5,0,225,174,10,478,326
39100,14,0,129,112,17,62,63
300,29,0,855,89,19,255,1
215100,76,79,104,174,13,344,54
7600,-2,0,46,112,7,394,174
8510,-4,0,152,242,37,320,0
8610,23,6,248,89,7,320,43
7800,-5,0,173,89,21,73,376
16500,12,0,186,242,23,320,24
700,42,0,1657,112,52,59,440
8610,1,2,91,142,41,344,326
700,60,22,586,35,22,485,412
39000,40,32,149,89,17,264,200
78400,24,0,144,216,7,471,331
7800,-3,0,89,89,30,73,174
500,205,11,2191,35,17,158,397
14810,5,0,260,89,49,478,444
18400,-2,0,212,91,34,478,135
35100,-3,0,304,89,17,350,62
17500,3,0,44,89,22,43,369
23800,5,3,141,89,37,6,326
24400,0,2,88,242,37,373,326
7700,6,1,147,89,30,109,73
215200,21,0,262,174,9,478,444
500,24,0,500,242,17,62,333
6420,96,60,90,89,37,382,411
9510,-4,2,221,105,22,386,326
77400,3,4,46,216,7,239,212
12520,-5,0,251,181,41,344,394
7600,15,0,173,89,30,73,376
39000,40,24,130,89,17,63,62
19420,-2,10,594,114,49,390,43
9000,4,1,216,105,37,478,324
5710,0,0,226,242,22,320,480
1900,-1,0,58,66,41,320,460
400,12,3,273,89,6,473,229
5310,-18,-32,855,82,11,252,414
216800,-7,5,231,126,37,320,28
14900,-11,0,226,242,10,320,480
17620,-3,0,224,121,22,12,324
9310,36,8,196,79,23,320,54
8500,8,1,0,66,22,28,326
38000,-12,2,202,12,17,262,62
78400,11,0,129,216,7,239,399
65420,-7,0,67,89,41,249,350
36500,0,13,275,242,25,253,62
44800,2,0,199,112,22,6,43
5100,16,33,318,112,38,67,62
18200,6,0,134,242,49,478,350
300,-37,0,924,35,47,1,239
66420,3,0,195,121,41,183,326
68700,185,1,116,238,24,42,359
2200,21,30,284,12,27,440,62
15200,-2,1,104,181,23,54,350
9510,3,3,225,35,23,320,480
1100,2,0,411,112,51,88,225
67110,20,21,91,242,41,320,350
9800,-3,0,238,89,12,501,107
9700,16,22,660,124,44,64,281
215500,4,0,220,28,22,386,326
5000,28,0,196,35,17,62,211
17800,2,0,215,142,23,478,324
215900,-1,4,215,174,34,319,480
68400,2,7,116,238,6,353,42
216900,-1,1,188,4,43,364,326
62000,1,2,67,89,41,249,350
30300,11,0,284,121,27,62,443
15500,1,0,91,181,37,320,350
224800,10,12,91,25,41,344,326
71700,20,3,172,223,7,149,298
5630,43,47,221,35,37,320,37
9000,21,11,250,35,49,491,480
35400,3,0,243,12,17,62,16
5900,19,0,129,242,22,62,63
8410,12,19,91,12,37,344,326
16410,4,0,231,114,37,320,43
17120,15,11,361,89,49,344,383
9910,12,3,172,89,22,28,49
35000,71,48,227,230,17,199,16
219000,1,4,157,102,9,308,43
9200,132,66,306,89,49,372,480
9000,-12,5,556,89,37,511,480
13700,15,5,226,111,37,320,480
13700,4,0,231,89,22,43,326
9320,121,132,89,125,10,478,395
47900,3,0,25,86,9,432,191
18200,-4,0,225,142,49,478,326
57300,-7,0,129,218,7,395,239
19410,,,185,242,22,441,390
17110,35,26,91,173,41,320,350
225100,8,3,230,178,22,28,326
500,0,3,151,90,36,380,397
215000,3,0,232,4,37,320,43
64020,28,13,67,89,41,249,350
9910,74,60,226,181,37,320,480
35300,29,0,288,89,25,350,199
216900,8,0,323,139,22,43,350
6410,18,36,89,89,37,373,326
33200,2,0,86,242,52,283,62
5100,11,1,167,79,41,458,480
17420,-3,3,156,89,49,479,12
4900,55,72,233,112,12,447,130
56900,11,2,71,216,7,395,428
42100,98,100,165,89,6,290,515
9700,28,30,109,89,10,478,395
4900,-5,0,142,121,37,320,6
66310,3,0,91,181,41,320,350
24300,-2,0,88,89,37,320,377
44800,45,35,150,121,22,347,43
12520,-10,3,108,89,49,12,394
14810,15,0,224,79,23,478,326
215500,26,2,243,126,22,386,279
217300,7,0,225,42,49,320,480
16300,4,3,191,142,11,308,490
23200,5,0,141,89,37,6,326
15310,-8,0,186,35,37,320,24
5210,380,37,855,171,12,410,254
9200,74,64,99,89,12,456,337
13700,5,0,231,26,22,43,326
9200,27,33,99,121,12,456,337
69700,37,46,144,235,24,42,46
7600,12,0,165,89,22,73,94
2200,-3,0,284,35,47,398,154
215500,11,3,279,227,43,364,350
216300,4,0,116,192,41,320,490
216900,59,52,225,75,49,320,480
225400,-1,0,225,81,37,478,326
16100,34,30,347,140,33,43,490
39000,17,17,130,35,17,63,62
25000,-4,1,113,89,37,207,326
5630,1,0,157,137,50,44,132
39300,22,0,129,242,17,62,63
210600,3,12,196,139,23,54,326
8700,-9,0,0,105,30,43,326
71700,22,14,76,223,7,414,128
58100,-1,0,129,216,7,395,239
36500,0,2,138,89,25,220,62
39300,34,0,254,12,17,62,61
16900,0,1,187,230,41,364,326
77400,-1,0,26,216,7,239,155
52700,100,0,0,217,7,385,148
23300,-5,0,141,35,37,320,6
15400,14,0,134,79,37,478,350
67220,2,1,86,89,41,126,350
215400,-2,0,230,139,37,320,28
17500,-3,0,230,114,17,28,326
30000,31,0,284,121,27,440,62
224900,0,0,225,81,37,320,480
59500,-5,0,129,216,7,395,239
71500,-5,0,234,249,7,33,418
77400,-10,0,129,216,7,239,399
17200,1,2,195,35,23,54,326
61000,4,0,104,89,41,183,350
8030,3,0,97,89,30,206,376
13800,31,0,177,76,34,478,354
216900,-6,13,413,192,49,364,480
28110,4,0,142,35,37,320,6
28020,-7,0,290,89,37,447,326
65420,-1,9,118,89,37,137,326
30600,20,0,99,89,17,440,437
3000,64,0,481,89,39,62,349
2100,-19,0,284,89,47,154,402
2200,177,177,393,12,27,296,443
225500,-2,1,94,81,23,344,24
8810,-9,0,231,111,22,320,43
8210,16,18,62,66,37,310,369
65510,4,0,91,173,37,320,350
217300,-5,2,220,4,22,386,326
9410,10,0,75,89,37,320,312
50010,2,0,187,12,40,342,412
68300,21,0,116,238,7,42,359
12900,2,0,91,173,41,320,350
33600,-1,0,86,220,17,283,62
50400,40,6,138,242,40,469,450
17110,78,77,41,142,37,24,480
66120,0,1,27,89,41,344,137
65020,-4,0,104,89,41,183,350
30100,30,29,27,89,26,9,443
1900,-47,0,354,89,21,35,316
17410,0,0,78,114,41,344,135
4330,10,0,313,242,41,320,468
33700,34,29,86,220,52,62,286
215200,-1,2,235,192,37,320,28
17110,9,0,71,142,9,49,135
212600,6,0,225,42,49,478,326
6710,1,0,163,105,22,226,326
78500,4,0,58,216,7,239,74
23800,4,0,141,89,37,6,326
1100,159,112,123,242,40,342,133
66210,-11,2,91,173,41,344,326
9000,0,0,40,243,23,478,24
67420,2,1,94,89,22,344,282
35400,6,0,205,89,17,62,219
71200,4,2,234,221,7,414,33
110500,10,1,62,11,51,100,505
3000,66,0,156,12,17,62,510
69300,8,1,50,236,24,194,484
65420,-4,0,104,89,41,183,350
71000,1,3,96,221,7,2,270
8410,0,2,185,242,7,24,326
15900,1,0,172,95,37,276,54
2800,21,22,405,89,29,359,487
9200,12,0,257,89,12,278,458
8510,2,0,152,66,47,320,0
8710,6,0,13,173,49,320,135
216900,5,24,231,81,7,28,326
77000,-5,0,142,216,7,53,399
600,54,5,811,112,8,164,333
60910,2,0,91,181,7,320,350
24400,-7,13,88,35,37,373,326
17410,6,23,105,173,9,310,28
8500,-9,0,0,89,22,43,326
4320,3,0,177,125,37,320,126
1100,70,46,174,121,7,66,330
1400,38,11,585,165,7,393,422
600,516,31,745,35,7,393,421
9200,132,111,334,114,37,391,326
219000,-1,5,196,81,37,441,43
17200,16,1,232,142,37,320,43
4230,13,0,326,35,41,343,137
217300,1,0,196,81,22,43,444
65210,2,1,91,181,41,344,326
225300,0,4,188,78,22,364,326
9100,-1,1,626,121,30,94,337
9510,-2,2,156,111,22,28,312
73200,-12,7,77,217,7,374,397
34000,7,1,68,220,52,283,167
17410,-7,3,195,35,10,54,326
69600,-3,0,34,235,22,112,194
65520,1,0,110,89,37,320,344
210900,-2,0,91,81,37,320,350
9200,104,105,315,35,30,94,480
66320,-5,,104,89,41,344,183
8810,5,1,197,181,23,54,326
60010,-3,1,91,142,41,344,326
71500,6,17,102,223,7,272,418
9410,5,3,196,66,23,54,326
71600,-1,2,79,223,7,295,288
800,-5,0,33,155,2,408,134
6610,-22,0,463,35,22,478,43
15000,0,0,90,66,37,320,312
1100,-8,0,187,242,40,408,348
9520,-18,1,439,98,34,319,308
2800,387,95,1321,89,29,402,59
39300,25,4,129,242,17,62,63
9920,38,40,108,111,49,12,394
28020,-6,0,290,112,37,447,326
4230,1,0,78,242,41,343,218
212600,1,2,195,174,49,54,326
700,-36,0,586,35,29,485,412
50400,-6,7,94,118,51,88,412
225300,3,0,196,75,37,43,444
56400,6,1,46,216,7,424,433
217000,0,0,225,81,10,478,326
38300,9,0,202,112,17,62,264
5310,322,106,855,184,37,252,414
36500,17,8,208,89,25,251,62
19300,-3,0,225,181,49,320,480
16800,-2,0,225,35,23,478,326
216300,4,4,116,139,11,320,490
19000,-1,1,232,89,37,320,43
65220,5,0,104,35,41,183,350
23300,13,0,88,35,7,320,377
63900,1,0,91,105,41,320,350
76500,5,3,57,216,7,429,212
14120,6,5,100,111,9,32,326
12900,-5,0,145,105,41,319,0
13800,-2,0,193,89,42,478,302
18520,1,0,50,173,23,24,12
216700,-4,2,195,60,23,54,326
17120,3,9,226,89,23,478,383
6710,1,0,414,120,43,364,480
225300,23,0,232,192,22,43,326
23700,1,0,141,89,37,320,6
17110,3,9,123,173,34,299,0
29210,-2,0,69,89,37,6,361
30200,-15,4,124,89,17,41,62
5210,192,-3,855,200,12,410,254
23700,22,0,114,121,37,320,207
12510,9,0,91,111,37,320,350
17410,0,0,94,114,23,24,350
13500,10,0,226,105,10,320,480
14610,4,3,115,105,11,488,326
4900,24,27,589,69,37,381,62
77400,-2,0,46,216,7,239,212
1100,-12,1,187,242,49,408,348
5210,-26,-2,855,82,12,410,254
78500,10,11,150,218,7,212,404
9200,133,103,221,112,12,103,458
18610,-1,2,41,142,34,478,24
30100,-7,12,99,89,17,433,443
219000,4,2,187,178,37,320,369
13900,5,0,79,142,41,135,350
19510,-5,0,75,142,9,308,326
23800,12,0,141,112,37,6,326
216600,1,2,231,145,37,320,28
36400,-2,0,256,35,28,62,144
14810,-2,0,224,26,49,478,326
16200,9,0,157,173,9,308,43
28120,31,0,370,89,37,320,385
8210,-2,0,230,105,12,478,326
216000,8,1,242,141,7,319,43
200,-7,0,316,89,6,464,125
14110,18,23,36,246,12,441,326
53600,17,0,107,217,7,324,389
5510,-2,0,225,111,37,320,480
15500,4,0,91,98,41,320,350
6320,14,0,222,89,37,512,469
51600,24,1,138,133,51,121,470
7500,14,0,60,89,30,372,39
9510,-2,1,231,181,8,28,326
9910,9,5,202,89,34,276,480
17120,-4,0,452,35,37,320,383
44800,47,0,436,112,15,62,130
77700,16,0,103,165,7,239,404
8810,-1,1,78,26,37,344,135
5310,532,-7,855,0,41,252,414
216900,-5,1,300,81,10,308,480
34100,-2,1,68,69,17,167,286
600,77,2,340,121,7,393,499
71500,-9,6,199,223,7,149,128
29000,-6,1,0,89,50,51,326
18200,-5,0,91,142,41,344,326
216900,113,99,225,60,10,320,480
15000,62,45,246,35,22,320,43
2000,19,16,40,243,23,478,24
400,304,287,437,35,27,222,62
14110,4,7,80,242,41,488,54
215300,1,7,261,81,9,441,480
215900,-2,0,232,28,25,43,326
77400,9,11,87,216,7,239,340
33000,-6,0,86,220,47,283,62
17500,3,0,43,105,43,28,369
5510,3,0,225,121,37,320,480
28020,-21,0,430,89,37,52,326
1100,1,32,243,89,7,369,128
16000,-1,0,231,105,22,320,28
215100,-1,0,91,75,37,320,350
58100,-2,0,70,218,7,395,428
216300,-8,0,220,60,22,386,326
17200,38,0,231,66,23,54,444
18200,1,2,30,142,21,478,54
39000,-23,0,310,35,20,60,62
17500,13,17,74,173,51,308,326
9310,-3,0,188,142,43,364,326
17610,0,0,116,74,9,308,369
8030,-8,42,502,89,30,438,326
72800,5,1,90,217,7,324,397
64510,-3,0,91,181,22,320,350
16600,20,0,232,242,37,320,43
51600,13,0,156,242,7,408,470
14820,4,4,226,114,9,488,191
8020,41,10,344,112,30,378,490
74300,-1,0,58,217,7,393,298
17610,5,4,191,114,47,320,369
52800,0,4,84,89,23,128,397
15620,6,2,248,173,49,91,350
800,-4,0,331,35,26,291,286
73700,9,7,63,217,7,97,378
5210,33,-13,855,161,23,410,254
6520,2,0,164,105,34,478,481
17900,-5,0,157,26,9,43,312
34200,-4,1,86,220,52,283,62
69400,13,7,84,235,24,482,42
19000,33,0,232,89,37,320,43
13700,5,0,231,79,22,43,326
18620,2,0,401,66,49,314,326
79400,22,24,0,216,6,239,340
15610,2,13,226,35,37,478,326
15300,-6,0,185,111,22,320,24
28320,3,0,431,89,37,320,34
9310,0,2,42,173,22,28,369
210300,0,0,225,139,37,320,480
50520,26,7,200,35,51,448,422
8010,-6,0,225,69,23,478,326
64010,0,1,91,173,41,344,326
17410,13,3,185,142,37,24,326
1400,168,0,1338,35,7,239,450
17300,-1,3,213,114,23,135,480
30700,-1,0,87,89,17,216,41
9200,181,158,473,89,30,372,460
219000,-1,2,219,174,22,320,390
33500,32,19,86,220,37,62,286
8610,91,7,296,89,34,344,369
8410,10,8,33,98,34,344,460
4230,3,7,327,89,41,11,326
13810,27,18,89,105,37,344,326
50320,239,0,239,242,40,408,422
39300,5,0,129,242,17,62,63
14110,7,4,215,17,17,318,54
216800,19,17,232,192,47,320,43
14810,-5,0,224,121,49,478,326
217300,26,0,196,75,37,43,444
68600,76,39,84,238,22,482,42
35100,283,55,160,89,17,50,62
19600,6,0,134,66,34,478,350
65410,3,4,81,181,41,344,324
66610,2,1,91,142,41,344,326
5310,76,-21,855,224,37,252,414
18520,1,12,358,181,41,344,308
19600,0,3,91,173,23,344,326
17300,8,2,219,103,22,386,326
76800,-7,0,83,216,6,212,399
60010,-10,1,91,35,41,344,326
77400,5,0,70,216,49,53,428
77400,,,183,216,7,74,331
19300,-2,0,185,111,7,320,24
78500,0,0,160,216,47,212,178
215500,16,2,220,192,37,386,326
8900,11,1,242,121,49,12,493
54100,53,19,58,217,7,393,298
400,62,60,1427,35,27,229,222
9920,37,29,187,121,49,478,318
68100,20,21,36,238,24,396,151
8410,16,5,136,12,22,478,350
9000,11,12,226,105,10,478,326
9510,0,1,231,12,25,28,326
18610,-3,0,136,66,10,478,350
36500,9,0,208,89,17,251,62
14810,4,0,78,67,22,344,135
17700,125,107,176,89,34,319,24
60500,-7,0,104,89,41,344,183
13700,4,4,70,142,22,28,226
17000,-3,2,232,35,22,320,43
225200,1,3,231,147,37,320,28
78500,,,88,216,7,334,239
4800,-6,0,725,89,37,454,326
71100,9,4,65,223,7,268,418
70200,3,0,171,223,7,393,149
58100,-1,1,52,216,7,334,426
17000,-7,0,242,35,34,319,43
5510,35,29,174,189,34,319,24
71200,18,0,234,249,7,414,33
9100,66,0,192,112,34,456,503
82100,14,0,206,89,39,322,154
23400,57,0,141,89,37,6,326
216300,-2,4,220,28,22,386,326
8030,15,8,81,89,30,109,493
17120,-2,2,224,142,34,319,12
5100,53,63,410,89,49,292,208
65420,-2,0,158,125,41,249,326
216900,0,0,231,60,22,28,326
24400,-8,0,141,89,7,6,326
30600,10,25,185,12,17,433,62
9100,19,60,235,121,12,456,152
17300,-1,4,197,66,25,364,324
75100,1,0,58,217,7,393,298
14810,-1,0,224,114,10,478,326
225500,-1,0,91,139,41,320,350
6610,-8,0,463,89,22,478,43
1400,138,53,148,242,40,342,450
44900,52,41,281,112,26,416,62
1400,12,0,469,177,7,239,128
600,210,14,1315,89,7,393,100
71300,-3,0,111,249,7,33,149
210300,2,0,225,75,37,320,480
8900,24,0,235,230,49,478,382
225400,-3,1,91,81,37,344,326
400,42,0,924,112,35,239,1
50820,37,0,123,89,40,133,348
216400,0,0,225,192,10,478,326
68800,1,3,66,235,22,396,194
35500,220,211,138,89,30,220,62
4320,4,0,159,125,7,320,250
35100,20,4,281,35,25,102,62
17700,1,2,196,76,23,320,54
4800,8,0,290,89,37,447,326
17800,-10,0,88,181,9,135,312
2000,-51,0,421,242,46,174,350
35200,13,14,105,89,25,220,16
200,-32,31,145,89,21,244,316
9510,7,0,225,79,37,320,480
15500,-4,0,225,180,37,320,480
60010,2,6,91,89,41,344,326
215800,-1,0,225,81,10,478,326
4900,2,0,229,89,37,6,385
36500,14,2,256,35,25,144,62
216400,-3,4,91,4,27,344,326
28420,38,0,459,89,37,306,326
200,25,0,416,89,6,239,293
216400,-1,3,405,102,23,24,390
35400,59,0,304,89,25,62,356
212200,3,1,161,81,34,24,279
23200,-2,1,113,89,37,207,326
76100,13,18,119,216,22,400,423
16200,0,0,161,35,37,320,226
13900,-5,1,219,242,22,386,326
79400,80,58,104,216,7,400,239
5410,0,0,185,79,23,24,326
60700,3,1,67,89,41,344,250
9800,20,38,401,89,44,337,145
54800,-1,0,84,217,7,128,397
7910,-7,0,135,114,41,344,480
17200,2,1,232,12,33,320,43
28420,9,3,430,121,37,52,326
4800,-4,5,290,89,37,447,326
18400,7,8,0,142,37,317,326
8810,-1,2,288,242,22,458,28
24100,1,0,141,89,37,320,6
215900,2,1,166,143,9,308,350
35100,35,6,243,89,34,16,62
13500,-12,0,231,116,37,43,326
17900,0,0,160,105,12,226,326
18400,30,44,225,140,49,478,326
2700,0,0,232,89,40,359,348
13500,4,0,92,35,44,320,350
36500,-2,1,208,89,25,251,62
9310,15,7,135,114,41,344,480
17800,-6,0,231,105,7,320,28
64620,-3,0,158,121,41,249,326
14110,0,5,226,111,37,320,480
9310,14,10,105,89,41,344,54
8020,21,64,234,114,49,12,326
15300,3,0,195,105,37,320,54
28320,79,15,143,242,37,6,449
217300,0,3,231,178,52,28,326
50700,15,0,187,35,51,408,348
17800,0,0,188,173,43,320,369
19510,-1,0,196,105,22,43,444
17610,18,15,191,173,43,320,369
15800,-4,0,183,66,9,24,326
19420,2,25,320,89,8,390,279
30300,7,0,284,12,23,62,443
29110,3,0,143,89,48,320,6
17200,27,1,185,105,7,24,326
50510,0,0,187,118,22,408,348
71500,43,8,229,222,7,201,128
17200,20,6,232,169,22,320,43
1100,39,74,103,90,7,400,239
13700,9,0,186,114,23,320,24
23600,19,15,73,89,37,355,326
23600,58,0,141,35,37,6,326
48800,0,0,36,86,37,308,191
50400,55,53,64,12,51,326,465
6510,18,0,124,105,9,43,338
50700,32,12,187,242,51,408,348
4320,9,0,195,117,41,320,183
68300,2,3,28,238,24,353,46
17410,6,5,113,89,22,308,369
500,33,40,331,242,36,124,384
215400,17,13,220,178,37,320,390
71600,-6,2,169,222,7,268,33
9410,50,13,166,105,9,344,312
77000,-2,0,103,216,7,400,239
2000,279,234,281,89,3,22,435
600,183,2,151,177,7,393,384
225000,-9,3,241,60,34,319,28
50700,21,4,177,165,51,408,471
35000,-7,6,257,242,25,199,101
69400,3,0,110,238,24,46,194
30700,-21,0,284,35,17,62,443
44800,38,0,669,89,7,62,449
19600,8,1,91,142,37,344,326
215900,4,7,151,4,22,364,444
23700,9,0,114,12,7,320,207
19000,20,17,44,181,43,364,43
33600,-3,0,86,220,52,283,62
6420,-1,3,430,121,37,52,326
17200,34,2,289,105,34,458,28
33100,-3,0,86,220,17,62,286
30100,-24,0,247,89,17,216,443
9310,-1,0,231,181,51,43,326
18510,-3,2,175,105,34,319,24
6420,3,1,209,112,37,381,411
35300,-23,17,205,35,25,219,62
12900,2,0,40,173,34,24,480
16800,-1,2,30,243,7,478,54
58300,-3,0,80,216,7,325,212
76500,26,14,129,216,7,155,404
216900,6,2,261,139,9,441,480
12900,-1,9,109,111,10,488,480
222200,0,0,30,139,23,478,54
15310,-3,2,136,66,32,344,480
17110,13,8,41,76,7,24,480
71900,3,1,204,223,7,33,288
5210,54,-2,855,234,11,410,254
37100,-12,0,176,35,25,175,62
7930,11,3,357,111,49,12,39
64320,-2,0,185,89,37,320,282
23800,-8,0,141,242,7,6,326
15730,-13,0,221,12,23,478,308
68200,-2,1,51,238,33,136,42
5210,44,-5,855,29,12,410,254
215800,44,0,201,80,10,478,279
19300,6,8,70,142,10,0,480
14110,33,14,202,105,37,276,480
31400,1,3,125,35,27,215,443
9310,4,0,43,105,22,43,369
9410,39,42,91,111,41,344,326
8620,0,0,254,66,49,390,350
25600,6,0,141,89,37,6,326
35300,56,0,304,230,25,350,62
77700,0,1,78,216,7,15,290
16000,0,0,225,173,34,478,326
12510,1,1,202,233,49,276,480
1100,17,4,320,165,7,97,423
14010,33,36,135,142,12,478,350
225900,12,22,104,139,24,344,54
59100,52,54,88,216,22,334,239
47500,-2,3,20,86,9,271,312
33300,7,0,86,220,52,62,286
64110,-2,0,91,111,13,320,350
8420,34,28,261,35,49,366,326
9200,47,0,257,89,32,278,458
23400,-5,0,141,35,37,6,326
77400,8,5,183,216,7,179,53
9200,-7,0,142,112,12,502,214
225900,0,6,188,139,37,364,326
215900,6,15,225,192,37,320,480
17900,2,1,195,35,9,28,444
2700,80,116,627,112,29,485,471
14900,4,2,17,89,9,226,495
8620,6,0,279,105,49,391,460
50310,33,1,187,177,51,408,348
33800,10,0,86,220,7,283,62
500,29,70,570,89,8,100,421
12520,20,0,412,242,37,320,318
65320,-1,0,195,35,37,320,183
1100,13,0,908,35,30,408,128
215900,2,2,231,145,22,28,326
18000,10,0,225,181,49,478,326
23600,14,0,141,35,37,6,326
33800,10,0,68,220,22,283,167
9100,-21,7,306,89,10,478,376
17000,-4,3,97,242,47,298,43
2200,23,14,257,35,17,9,62
12600,-1,0,134,142,49,478,350
9310,2,0,231,26,22,43,326
5800,-7,18,520,112,28,275,62
36500,-8,1,208,89,17,251,62
220300,0,0,225,178,7,320,480
68200,2,4,87,235,7,396,501
15120,,13,266,242,49,24,383
30100,-8,3,247,89,17,216,443
17700,3,9,196,89,37,320,54
68300,37,0,116,238,22,42,359
212600,-6,0,225,28,37,478,326
18900,-11,0,225,242,49,320,480
17900,16,26,231,173,37,43,326
16800,9,2,195,89,23,54,326
14510,30,36,30,243,47,54,480
9200,65,0,982,89,30,278,94
17700,-7,3,157,69,22,43,312
225400,-2,5,94,121,41,24,350
7930,105,35,387,89,7,478,174
4330,193,205,78,125,49,218,349
7700,8,0,75,89,30,94,174
217200,3,5,188,143,43,320,369
33300,-1,0,86,220,17,62,286
14110,-2,0,226,89,37,320,480
15800,-3,0,114,79,37,488,326
12510,-7,0,91,35,41,320,350
15200,-5,0,225,35,8,478,326
33700,-4,0,86,220,17,62,286
6510,7,3,225,77,37,320,480
17410,65,68,58,89,7,488,460
4800,3,0,290,112,41,447,326
9910,41,31,91,173,37,320,350
14810,5,0,215,242,34,478,324
18000,-4,1,116,89,11,488,326
42200,-15,21,246,12,27,440,216
216300,23,5,226,28,37,320,480
35100,3,3,296,89,25,461,62
6620,80,100,117,89,23,390,480
36400,70,0,138,89,30,62,220
17300,0,0,241,242,34,43,324
29020,22,1,243,89,50,388,326
224900,-2,0,232,81,22,43,326
2100,12,38,128,89,47,154,459
8510,6,0,88,105,37,320,350
216400,1,3,116,139,41,488,326
71900,-6,1,123,223,7,149,418
7400,,,173,89,30,73,376
215100,-8,0,232,139,22,43,326
1100,-11,72,423,112,41,412,239
6610,-19,1,462,89,49,478,43
2200,2,19,128,35,39,457,154
16200,-1,0,185,111,23,24,326
12510,-3,0,226,105,37,320,480
19600,26,0,185,66,37,24,326
33500,-1,0,86,220,27,62,286
66420,34,1,185,125,23,279,326
8500,-1,0,0,35,7,43,326
17900,9,17,35,246,37,441,326
36400,0,0,138,242,25,62,220
14720,-2,2,101,113,9,191,326
17500,4,0,290,105,41,43,460
9000,-8,0,196,247,23,54,326
216800,-2,7,91,139,41,344,326
